id,user_id,title,subject,category,content_ja,content_en,tips
46,1,接待・贈答品などのお礼,Thank you for everything,社外の挨拶,"そちらに出張中は大変お世話になり、ありがとうございました。
仕事だけでなく、あちこち案内していただきとても楽しく過ごせました。特に最後の晩に皆さんと一緒に食べて飲んでおしゃべりしたことが1番の思い出です。
また近いうちにお会いできるといいですね。皆さんによろしくお伝えください。","Thank you so much for the wonderful hospitality I enjoyed during my business trip.
And not just in relation to work; I also had a wonderful time being shown around various places. In particular, the most memorable time was when I had dinner, some drinks and a nice chat with everyone on my last night.
I hope to see you in the near future. Please give my regards to everyone.","その他の表現を参考までに。

ご厚意に感謝いたします。今後ともご支援をよろしくお願い申し上げます。
We thank you for your kindness. Your continued support will be greatly appreciated."
47,1,訃報,Condolences,社外の挨拶,"大変悲しいお知らせがあります。弊社ロサンゼルス支店長のエミリー・シュミットが交通事故のため4月18日に急逝しました。
ご家族から、お花は受け取らないとの申し出がありました。その代わりに、故人を偲んで線とメアリー協会宛に寄付を送ることはできます。
謹んで彼女の冥福をお祈りしたいと思います。","I have some extremely sad news. Emily Schmidt, Head of our Los Angeles Branch, passed away suddenly on April 18 as a result of a traffic accident.
The family asked for no flowers. Instead, we may send a donation to St. Mary’s Church in her memory.
We pray that her soul may rest in peace.",あまり扱わないテーマですが、お悔やみの連絡は送るようにしています。普段使わない単語が出てくるので、テンプレ化しておくと便利です。
48,1,お見舞い・励ましなど,How are you feeling?,社外の挨拶,"御社の田中さんから、あなたが病気で入院されていると伺いました。
長い間休む日まもなくプロジェクトに没頭されてきたので、疲れが出たのかもしれませんね。
十分に休養してください。回復されて、また一緒にお仕事ができる日を楽しみにしています。","I heard from Mr. Tanaka at your company that you are sick and in hospital.
I imagine you are fatigued after being so absorbed in the project for so long with no time off.
Be sure to make a full recovery. I look forward to the day we can work together again once you have recoverd.","他の表現も、参考まで。

一日も早いご回復をお祈りしております。
I wish for your speedy recovery."
49,1,退職・転勤のお知らせ,Notification of transfer,社外の挨拶,"4月1日付で、大阪支店から東京本社へ転勤することになりました。
不慣れな土地で不安はありますが、今までの経験を生かし良いスタートを切ろうと思っています。
これまで大変お世話になりありがとうございました。機会がありましたらぜひまたご逸shにお仕事をさせてください。
重ねてお礼申し上げます。","On April 1, I will transfer from the Osaka Branch to the Tokyo Head Office.
I am a bit uneasy as it’s a new area for me, but I’m hoping to make a good start by making use of the experience I have gained so far.
Thank you for all your help and support. I would definitely like to work with you again should the opportunity arise.
Thank you again.","その他、下の表現も参考になれば幸いです。

今度の会社では、以前から興味のあったゲームソフトの開発に携わります。
At the new company, I will be working on game software development, something that I have been interested in for some time."
50,1,退職・移動などのあいさつへの返信,RE: Notification of transfer,"11社外の挨拶
","東京本社へ転勤なさるとのお知らせを拝見しました。
さびしいですが、本社に行けばきっと活躍の場は今よりずっと広がることでしょう。
こちらこそいろいろとお世話になりました。本社でのご活躍をお祈りしております。","I read your e-mail announcing your relocation to the Tokyo Head Office.
Although I will miss you, going to the head office will give you more opportunities to take more of an active role.
I really appreciate everything you have done for me. I wish you success at the head office.","他にも以下のテンプレが使えるかもしれません。ご参考まで。

健康に留意され、第二の人生でも大いにご活躍されることを願っております。
I hope you will take cate of yourself and will be blessed with prosperity in your new start."
51,1,結婚・出産などのお祝い,Congratulation on getting married!,社外の挨拶,"ご結婚なさったそうですね。おめでとう！
お相手が私のよく知っているキムだと知り驚きました。嬉しくてすぐにソウルまでお祝いに駆けつけたいくらいです。
お二人の末永いお幸せを心からお祈りしています。
もう一度、おめでとう。","I heard you got married. Congratulations!
I was surprised to learn your partner is Kim, who I also know really well. I am s glad that I feel like I want to rush over to Soul to celebrate with both of you.
I hope that you two will be happy together for a long, long time.
Once again, congratulations.","赤ちゃんが生まれたときのお祝いには以下が使えます。

女の赤ちゃんが誕生されたとのこと、おめでとうございます。
Congratulations on the birth of your baby girl."
52,1,季節のあいさつ,Have a fun holiday!,社外の挨拶,"ホリデーシーズンのご挨拶を申し上げます。
仕事に家庭にと忙しい日々を過ごしているうち、気づいたらもう今年も終わりに近づいていました。
どうか楽しいお休みと実り多き新年を迎えられますように。","Holiday greetings.
Being so busy both at work and at home, I have only just noticed that we are almost at the end of the year.
I hope that you will have a good holiday and fruitful new year.","結びのフレーズにはその他にも以下のようなものがあります。ご参考まで。

来年が皆さまにとって良い年となりますよう願っております。
I hope that next year will be a great year for you all.

どうぞ良いサマー・ホリデーをお過ごしください。
Have a good summer holiday.

ご家族と共に素晴らしいクリスマスをお迎えください。
Have a wonderful Christmas together with your family."
53,1,売り込み,Online company database service,その他,"お客さま各位
神戸ビジネスリサーチは、皆さまのお役に立つ国内外300万社以上の企業の最新情報をオンラインでいち早くご提供しています。
当社にはお客さまのニーズに応え、成功をサポートしてきた30年以上にわたる実績があります。御社にも必ずご満足いただけることと確信しております。
当社サービスにご関心をお持ちいただければ幸いです。ご連絡お待ちしております。","To our customers:
Kobe Business Research provides you instantaneously with up-to-date useful information online on over 3 million corporations in Japan and abroad.
We have a track record of over 30 years in meeting customer needs and providing support for their success. We are confident that you will be satisfied with our services.
We hope you will be interested in our services. We look forward to hearing from you.","ご希望があれば喜んでオンラインにて商品説明いいたします。ぜひご検討ください。
We would be more than happy to explain the products online if you wish. Do give this some consideration, by all means.

弊社ウェブサイト内の新商品紹介コーナーもぜひご覧ください。
Please feel free to have a look at the new product page on our website."
54,1,売り込みへの返信,RE: Online company database service,その他,"御社のサービス案内を大変興味深く拝見いたしました。
サービス内容や利用方法についてさらに詳しくお話をお聞きしたいと思っています。近々一度お会いすることはできますか。
折り返しご連絡をお願いいたします。","I read through the details of your services with great interest.
I would like to hear more about the details of the services and how to use them. Would it e possible to meet with some time soon?
I look forward to your reply.","断る場合は以下の文が参考になるかもしれません。

残念ですが、ご案内いただいたサービスを利用する予定はありません。今回はお取引ができず残念ですが、またの機会を期待しております。
Unfortunately, we are not planning to use the service you proposed. We are unable to do business with you on this occasion, but we look forward to doing so in the future."
55,1,進捗状況の確認,Three-way collaboration project,その他,"部長会議が今週金曜日にあるので、プロジェクトの進捗状況について報告してください。
作業はスケジュール通りに進んでいますか。何か問題があったら早めに解決策を考えるようにしてください。
水曜日中に報告してもらえますか。","There is a department head meeting on Friday this week, so please provide a report on the state of progress situation of the project.
Is the project proceeding according to schedule? If there are any problems, please think of some solutions quickly.
Can you provide me with the report by the end of Wednesday?","その他使えそうな文を記しておきます。参考までに。

お願いしている作業の状況はいかがでしょうか。
How is the work I asked you to do coming along?

今後の作業の進行を検討するため、途中経過を確認させたください。
I would like to confirm progress midway in order to consider the direction of the work from here on.

その作業は来週の金曜日までに仕上げてほしいのですが、大丈夫でしょうか。
I would like you to finish up that job by Friday of next week. Would that be okay?"
56,1,進捗状況の報告,RE: Three-way collaboration project,その他,"了解しました。報告書は水曜日中には報告します。
作業については若干改善が必要な点もありますが、全体的には順調に進んでいます。
詳しくは報告書でお知らせします。","I understand. I will submit the report by the end of Wednesday.
There are some points with respect to the work that require a slight improvement, but overall things are proceeding smoothly.
I will notify you of the details in the report.","参考になりそうな表現を書いておきます。

スケジュールよりもやや遅れ気味なので、改善策について話し合う必要があります。
As we are slightly behind schedule, we need to discuss measures for improvement.

遅くとも今週中までには報告書を提出するようにいたします。
I will submit the report by the end of this week at the very latest."
57,1,返事の催促,Reminder : Request for sales data ,その他,"3月18日付のメールで売上データをお贈りいただくようお願いしたのですが、まだ届いていません。
私からのメールをお読みいただいていないのではないかと心配しています。
水曜日の会議に使うので、できるだけ早くいただきたいと思います。お返事お待ちしています。
ご協力よろしくお願いします。","I send you an e-mail on March 18 asking you to send me the sales data;
however, I haven’t received any reply yet.
I am worried that perhaps you have not read the e-mail I sent.
I would like to send me the data as soon as possible as I will need to use it at the Wednesday meeting. I will be waiting for your reply.
I appreciate your help with this.",件名にリマインダーと入れて連絡すると、相手もすぐ対応してくれることが多いです。件名に、直接的にメール読んだ？みたいな書き方をすると嫌な気持ちになる人もいるので、そういった書き方はNGです。
